Comments,location_bool
Sekurang-kurangnya kita dpt tahu nilai nyawa pengundi dan yg dipilih oleh pengundi. 2 darjat yg diwujudkan!,FALSE
"Menteri jatuh sbb lubang baru nk start buat kerja... Takkan nk tunggu menteri kene langgar dengan org mabuk plak, baru la gerak sikit undang2 tu...",FALSE
huntung lah menteri kna cepat je tindakan.. pernah terlanggar lubang kt area shah alam & pecah tayar.. buat report dia pass kt sana sini dlm 5 jabatan dia pass.. last pergi kt operator yg sama.. dia tanya kt sya balik.. ehh knapa dorang pass kt sya balik? sudahnya rm450 abis ganti tayar baru.. klu bab saman parking dorang pling laju.. email pon x layan.. senyap trus..,TRUE
"Jemput datang Sabah tuan&puan semua. Tiada kalahnya tu jalan di Sabah. Jalannya rata, mahu tengok lubang pun susah. (mampu berangan)",TRUE
Menteri digalakan berbasikal biar cepat lubang di rutup. Klu boleh bg tau je awal2 jln mn yg nk dilalui tu,FALSE
Mudahan menteri2 d Sabah jatuh laa terpuruk d jln2 yg rosak n berlubang d Sabah.....mntau Bru tbuka hati jkr sabah Kasi baik jln2 d Sabah ni....,TRUE
"Kalau Menteri memang cepat jer ambil tindakan.. Rakyat marhaen ni ada yg meniarap jatuh takde kisah pon..bukan kata nak mohon maaf,nak turapkn jalan berlubang tu pon jauh sekali..Nak tunggu ada nyawa yg melayang baru nak buat..Mana² JKR sama jer😓😓😓",FALSE
Khairy Jamaluddin  jemput berbasikal sekitar Kota Bharu ... Kita sama² buat² jatuh pun takde hal...,TRUE
"Turun padang la JKR. Semak jalan raya kat Malaysia mcm mana. Ni asik NGO dok tampal jalan utk selamatkan pengguna jalan. Kalau mcm ni, elok kecilkan struktur JKR. Salurkan peruntukan kpd NGO utk baiki jalan....",FALSE
"Mari KJ kayuh di Perlis..Jalan mcm siam ooo elok2..JKR pun efisien..hari ni ada lubang,esok siap setel....  Tapi masa ondeway nak ke Perlis,mohon KJ ikut laluan Sg Petani-Gurun-Bedong..Dah serupa badai lautan Pasifik....aku memanjang maki ja lalu laluan tu..",TRUE
Kalau menteri yg kemalangan pandai pula minta maaf... Ni di Sabah ni berapa ramai sdh mati SEBAB JALAN RAYA ROSAK AND BUAT ALA KADAR TIADA PULA KAMU BERSUARA... MACAM TAIK LAA..... PENJILAT!!!,TRUE
"Ini mcm diharap geng Brotherhoods bukan lagi marking bopley kt jln dah..gi marking kt muka2 PBT & Dak2 JKR..org biasa kena bertahun2 satu maap pun takde,menteri kena terus kuor statement..padan lah chip suka wutoh kan korang kan",FALSE
"Jabatan Kerja Raya Malaysia ( Public Works Department ) tolong lah jgn jd hipocrit ..Yb jatuh, vip jatuh, vvip jatuh baru nak mtk maaf turap jln semua ..sbb apa ??sbb takut peruntukan kene potong ke ??mmg Yb ni bkn menteri Jkr ..faham2 sndri lah.. tolong suruh staff2 Jkr bahagian tu buat rondaan, jgn sampai time punch balik ...huhu",FALSE
"kalau rakyat marhean kena,jgn kata minta maaf,siap kata mata buta ke tak nampak lubang",FALSE
La... Jatuh kat kg kita ke.. buat malu Aje. Memang jln kg kita buruk.  Sekurang2nya pak menteri tahu La Jgn org lain kena Anak buah kita seorang dah ninggal.. Asbab jalan lopak juga.. Esok terus kambus.. Hehe.. nk buat camne.,FALSE
"Eh..cepat pulak JKR mengaku, kalau orang biasa, makan tahun tunggu jawapan, siap nak berlawan² dalam court & salahkan org tak reti tengok jalan sampai boleh accident.",FALSE
hahahah acah2 hero... sama lah JKR dgn KJ... rakyat dah beribu mati katak sebab langgar lubang kat jln... kes paling terbaru kat highway pasir gudang..  pirah..,FALSE
Selama nie byk je rider moto yg eksiden sbb jln berlubang..ad yg meninggal pun...membe ak sndiri ada yg meninggal eksiden sbb jln berlubang..xde pun JKR nk mintak maaf bagai..beza betul darjat rakyat dgn menteri ye...nyawa rakyat marhaen murah sgt kot kan..apa2 pun GWS YB... #forourfallenbrothers,FALSE
"Sepatutnya kerajaan /JKR pantau lah jlnraya yg perlu dibaiki jgn dah ada yg mati dn cedera barulah nak ambil tindakan, perkara sebegini tanggungjawab yg harus diambil berat..",FALSE
"Kena kat menteri baru nak soh mintak maaf... Dah beribu kes punca jalan kat malaysia ni tak tutup balik dgn betul atau memang jalan berlubang gagal dipantau oleh JKR khususnya yg melibatkan majlis pembandaran. Kita lihat trend korek pagi tutup balik.. Selang beberapa hari korek balik. Pastu tampal balik.. Kualiti atau standard piawaian hancur.. Korek sesuka hati. Tutup lubang macam dok belakang rumah.. Kambus ketuk2 pastu belah. Hujan sikit pecah habis jalan.. Pastu xcident moto la, kete la.. Yg sedihnya memang jalan dekat malaysia ni bila dah turap cantik2 kemudia n korek saja Suka2 tanpa ada SOP?? Gali lubang tutup lubang, pastu gali balik tutup balik.. Duit rakyat jadi mangsa",TRUE
Permasalahan yg ketara.. Jkr dan  turap jalan dgn cantik dah.... X sampai sebulan dtg pulok geng korek lubang tukar paip....ape ntah dah abeh kerja....turap balik jalan ala kadar lebih teruk dr yg lama...tak ada org yg pantau....,FALSE
Menteri jatuh lebam skit dah mintak maaf. Rakyat lain jatuh moto patah riuk buat bodoh je ko JKR,FALSE
Saya harap lepas ni kalu jatuh disebabkan lubang dijalan...sila pm ke kj supaya kj boleh portkan di media sosial.,TRUE
"Nampak sgt jkr kaku bodek Menteri  Orang awam mati kerana jln berlubang pun ksu, tksu, sub, tsub kementerian kerja raya buat tak tahu malah tersengih2 adalah. Jenis pegawai kerajaan yg nak duduk dlm Aircond aje dan jenis tutup mata dan tutup hati yg tak ambil peduli hal rakyat marhaen",FALSE
Tang yb ko mohon maaf...rakyat marhein eksiden sebab lubang2 jahanam ni buat buta je.. Haram jadah...tggu mati eksiden baru nak tampal..,FALSE
JKR sentiasa memantau jalan jalan yg rosak .... cuma baikinya yg tak dilakukan. Yg aku nampak hanya tampal macam tampal seluar koyak.... rakyat pembayar cukai tau ..... roadtax rakyat bayar tau ... tak bayar kena saman pulak tu ...  duit buat apa ??..,FALSE
"tgk peta dunia negara malaysia bkn la besaq mana.. dh tahun 2020 jalan raya byk yg rosak berlubang... sebagai rakyat bkn nk merugut, badan kerajaan buat dn bantu mana yg patut.... saya tgk negara kita semakin mundur, bukan maju... hapuskan rasuah... jgn ingat tau nk masuk poket sendiri ja..",FALSE
"Harap ramai la menteri tergolek2 lepas nie kat jalan2 berlobang, moga jalan kita makin elok, sbb menteri jer yg bayar cukai itu ini, lagi pun nyawa menteri mahal, klu dorang sakit ker, mati ker, siapa la yg nak uruskan negara nanti, kang x der plak yg nak tergolek, makin banyak la lobang2 kat jalan, baik tinggal kat bulan jer",FALSE
"Why must JKR apologizes to the minister alone? They should apologizes to the daily road users who dependent to the road as access. Today KJ is a minister, tomorrow or days after, he may not be one",FALSE
Lain kali pilih ketua pengarah JKR yang cycling jugak. Baru dia perhatikan betul² jalan Malaysia ni cemana,TRUE
Rakyat lg besar dari menteri la..buat malu la #jkrKualaLangat benda mcm tu pun nak minta maaf...puiiii 💦💦,FALSE
"Ada beza ka harga nyawa rakyat biasa dgn nyawa seorang menteri bg jkr? Berapa bnyk dah org awam eksiden yg berpunca drpd jln yg rosak, x pernah nk minta maaf pun...",FALSE
semoga YB seluruh malaysia mengalami nasib yg sama seperti KJ supaya JKR bertindak pantas utk menyelesaikan jalan yg berlubang...kalau raykat biasa..jgn harap lerr,FALSE
Jalan di seluruh Malaysia perlu di pantau dan di perbaiki. Kalau nak buat jalan baharu pun jalan lama yg masih perlu digunakan tu biarlah tidak merbahaya. Cer tengok kawasan Pantai Remis ke Manjung. Kesian pengguna jalanraya terutama motorsikal. Bila menteri jatuh ja baru kalut.,TRUE
Org bawa moto mati langgar lobang jkr tak minta maaf pun.. tiu na seng,FALSE
"Apa kata lepas ni semua menteri turun padang berbasikal disetiap kawasan dun dan parlimen dibawah pemerintahan masing2...saya percaya kompom semua jalan raya di m'sia berstatus terbaik...pantek punya kerja...bab menteri laju jer mintak maaf, bab rakyat biasa diam membisu...haram j.... punya kerja...",FALSE
Jika rakyat marheam jatoh berbasikal jkr buat tak tahu saja sebab Menterri yg jatoh  berbasikal habis 1 Jabatan kelamkabut maaf berjela jela😜😜😜😜😜.  Adalah sangat digalakkan Menteri2 TSMY di beri elaun beli basikal suruh berbasikal di kawasan masing2  pantau jln baru jkr rasa peka dan buat kerja.,FALSE
"Tang rakyat jelata yg takde pgkat,darjat dan harta ni.....mcm mana ye.. .....🤔",FALSE
Pftt.. double standard.. kene tunggu YB tergolek baru respond cepat..,FALSE
"kj..maap, tolong jatuh dkt area jb plak..senang swing org jkr lg..",TRUE
Tu belum kita report bab lampu isyarat.. Punya la mkn hari nak repair.. Yg boleh membahayakan nyawa ramai pihak,FALSE
Budaya menjilat di Malaysia berpisah tiada. Bukti paling nyata,TRUE
harap YB mai kayuh belah balakong plak..,FALSE
baru kau rasa kj rakyat marhaen dah complain byk kali ke pbt masing2 sethn tunggu baru buat alasan budget tak de... Bole!!!! abis collect mcm2 cukai dari rakyat bole ke rakyat ckp budget tak do.....the mangkoks,FALSE
Klau org politik @ vvip cepat je..mohon maaf..pilih kasta sungguh..bila rakyar marhaen ni..lembab ambik tindakkan..,FALSE
Mcm jkr sepang dia tak mintak maaf tp dia bg alasan tak de bajet dari 10 tahun dulu bila buat aduan jln depan F1 sepang rosak.. 🤣🤣🤣,TRUE
Ibarat langit dan bumi..jika ada rakyat marhaen yg terkena benda begini..senyap jer..tp klu terkena ngan YB cpt jer buat surat rasmi..ehh bru perasan kita nie bkn siapa2 pun..YB tu org ada2..puiiiiiiiii,FALSE
Ramai lagi org yg terlibat dalam kemalangan sbb jalan yang tak elok... tanpa rasa bersalah memberikan double standard kepada golongan politik... adoihai malaysia... ,TRUE
"Bila menteri kena terus bangkit dari tidur. Ramai yang menunggang mototsikal cedera, patah tangan dan kaki atau lebih teruk mati kerana langgar jalan berlubang tetapi tiada tindakan segera akan dilakukan. Tindakan segera untuk membaiki jalan berlubang hanya jika di viral.",FALSE
"Yang rakyat mati,yg anak bini hilang ayah dan suami kerana lubang ad pbt dan jkr minta maaf...puiihhhh",FALSE
Mana tak dapat komen sinis dah antara 2 darjat mendapatla yg pelik kat selangorni kes jln blopak blubang mmg tak bole settle ke walaupon bpuluh tahun itu blum lagi kes lampu jln tak bfungsi mengalahkan selangor tletak kat hujung dunia ...,FALSE
nampaknya lepas ni mana2 jalan berlubang.  kena minta menteri kayuh basikal situ. baru tindakkan cepat akan diambil...,FALSE
Aku terlanggar lubang sampai tayar depan belakang bocor dekat bestari jaya. Ganti balik tiub basikal aku.,FALSE
Klu KJ ride d sabah rasanya hari2 JKR akan minta maaf🤭.,FALSE
Menteri jatuh sebab jalan berlubang ko minta maaf. Rakyat2 biasa yang jatuh sampai ada yang mati sebab jalan berlubang xde plak ko minta maaf . Cukai pendapatan rakyatlah bayar gaji ko bukan menteri,FALSE
Harap lebih banyak menteri terlibat kemalangan ringan lepas ni di jalan2 berlubang agar jkr dpt membuat kerja.,FALSE
Berbeza kasta...kalau menteri automatik terus minta maaf...kalau rakyat yg jatuh langgar lobang..ada ku kisah nak jatuh mcm mana...,FALSE
JKR tak pernah minta maaf dpd rakyat biasa yang ditimpa kemalangan kerana kelekaan jabatan ini,FALSE
Mohon banyak lagi mentiri jatuh di jalan raya so only will rasa apa rakyat rasa. Then baru ada fast action. Sorry for being mean only way for fast action.,TRUE
"Menteri kena.. sebok korg minta maap, bukan terok pon cederanye.. rakyat marhaen kena, smpai meninggal dunia.. jgnkan nk minta maap, nak repair jalan yg menyebabkan kematian tu pon korg x buat sampai sudah.. Njirr..",FALSE
"Jalanraya yg rosak adalah rezeki besar pd kontraktor kecil yg mendapat projek walaupun tak tahu kerja,  sumbat lobang dgn batu kasaran dan buat satu lapisan nipis tar..selesai!   Teknision pura2 korek dan lulus. Inilah jkr dunia ke3 malaysia.",FALSE
YB tolong kayuh basikal area kapar. Bwk menteri kerja raya sekali. Kalau tak tergolek mmg power la,FALSE
"Klu YB yg cedera akibat jln yyg rosak, baru nk amik tindakan, klu org awam kojol xde diorg peduli.... Harap semua YB g kje naik basikal baru tau erti kesusahan. 😡",FALSE
semua pekerja JKR kawasan tu pi kerja naik helicopter tu pasl x penah tahu tentang keadaan jln raya lgsg..kecuali mak cik kantin n cleaner di JKR je guna jalan raya..,FALSE
Bersiap sedia la majlis kuala langat disaman ...utk KJ elok la ambil tindakan  saman bagi perbetulkan mata yg tidur waktu tengahhari,FALSE
Can JKR do something about the motorbike lane on Federal Highway. Pot holes everywhere. Lu orang mau saya punya rim bengkok ka? Nanti saya claim sama JKR bole ka?,FALSE
Minta2 lh YB ni berkayuh d jln2 d sarawak ni... Dh jtuh tlentang nnti.. Hrp2 pihak brwajib pn mnta maaf dan baiki segera jln berlubang,TRUE
Ye betul menteri dan2 mintak maaf....jg ponggoq semua ni....budak2 food panda...budak2 grab siap tertonggeng pasal lubang x tampal..... x ada plk mintak maaf...sembang....cuba tengok jln2 kat malaya ni....lubang sana sini satu hal...line putih jln pun siap hilang dh...kalau hujan lebat tobat x tau link mana...dulu masa kecik2 penah lah aku tengok org jkr dtg cat jalan balik bila dh hilang...nampak la uncle2 tu cat jalan....skg puiiiii....engr ramai kot kat malaya ni...engr bangunan kira boleh bangga anak tempatan....tang jln apa anak malaya x ado ke level2 engr jalan......haram mcm medan perang jalan skg ni...nasib ada saudara yb Lando Zawawi Vrus serius wa support lu...yb masok parklimen kasi utoh satu kali....,FALSE
"Mansuhkan jkr.bagi duit kat brotherhood lebih baik.mereka sentiasa pantau serta terus buat tindakan jika ada aduan...ataupun sokong lando zawawi jadi ketua jkr,barulah pulih jalanraya malaysia ni",TRUE
"Kalau menteri yang jatuh lubang jkr terus minta maaf.. Orang awam yg jatuh lubang tutup mata saja.. Nyawa Menteri saja kh berharga..? Nyawa rakyat biasa x harga?.. Jkr sabah tolong patau jalan2 disabah., setahu saya sudah banyak rakyat masuk lubang..",FALSE
Dijemput pak mak menteri berkayuhlah time gi kerja.. dpt tahu mana jln ok ke x... atlest cept sikit jkr buat kerja.. x de lah tggu ada kes kemalangan baru nk buat... adeehhhh !!! sedih betul jalan kat msia ni lah..,TRUE
Jalan raya kat limbang lagi la byk lubang....takde pun jkr mintak maaf....padahal mereka pun guna jalan raya tu....tak kan tak tahu jalan berlubang....agaknya klu mereka sendiri terkena baru la ambil tindakan,TRUE
It takes a minister to tango and tergolek,FALSE
Menteri jatuh lopak lubang tercalar manja sikit kt muka JKR dah menggelabah siap minta maaf...nuhhh g tgk jalan LBRTB bukit gerik-jeli dah berapa org rakyat terkorban d sebabkan struktur jalan yg rosak teruk..tambah2 musim hujan skrg ni..kenderaan yg rosak toksah duk kira la..takkan nk tunggu pak menteri yg mati dulu br nk selenggara jln tu..,TRUE
"Bagi saya bro.tak patut salahkan JKR semata mata.contoh area tempat saya ye. JKR dah siap turap jalan. Selang 2-3 datang kontraktor tebuk jalan, katanya paip bocor, kabel putus, lepas tu tampal ala kadar ibarat kucing timbus taik. sama jugak kontraktor syarikat utiliti lain, jadi takde kesudahan..",FALSE
Sebab apa KJR mintak maaf pada KJ ??? jalan raya tu kan sesuai untuk kereta terbang je.Saja cari alasan.Double standards antara dua darjat di negara semua boleh. ,FALSE
Minta maaf...oooo..patut la tu...depa merak kayangan...kita ni gagak di rimba...sedihkan....,FALSE
